city_index,city_name,city_country,city_lat,city_lon,population_2025_1000s,coast_distance_km,location,gauge_id,gauge_name,gauge_distance_km,lat,lon,low-end,low,central,high,high-end
1757,New Orleans,United States of America,29.95,-90.08,1030,8,526,526,GRAND_ISLE,78,29.26,-89.96,0.94,1.04,1.29,1.72,2.76
1758,New York-Newark,United States of America,40.72,-74.0,19154,0,12,12,NEW_YORK,2,40.7,-74.01,0.4,0.52,0.81,1.25,2.21
1762,Orlando,United States of America,28.54,-81.38,2129,56,2123,2123,TRIDENT_PIER,79,28.41,-80.59,0.35,0.45,0.7,1.11,2.17
1763,Oxnard,United States of America,34.2,-119.18,410,6,1013,1013,RINCON_ISLAND,30,34.35,-119.44,0.3,0.39,0.6,0.99,2.1
1764,Palm Bay-Melbourne,United States of America,28.06,-80.6,544,1,2123,2123,TRIDENT_PIER,39,28.41,-80.59,0.35,0.45,0.7,1.11,2.17
1765,Pensacola,United States of America,30.42,-87.22,363,2,246,246,PENSACOLA,2,30.4,-87.21,0.33,0.43,0.68,1.1,2.13
1766,Philadelphia,United States of America,39.95,-75.16,5861,27,135,135,PHILADELPHIA,3,39.93,-75.14,0.41,0.52,0.81,1.23,2.2
1769,Port St. Lucie,United States of America,27.29,-80.35,574,6,1696,1696,LAKE_WORTH_PIER,83,26.61,-80.03,0.35,0.45,0.7,1.11,2.17
1771,Poughkeepsie-Newburgh,United States of America,41.6,-73.97,538,70,856,856,NEW_ROCHELLE,81,40.89,-73.78,0.37,0.49,0.79,1.22,2.18
1772,Providence,United States of America,41.82,-71.42,1217,2,430,430,PROVIDENCE,2,41.81,-71.4,0.31,0.45,0.76,1.22,2.17
1776,Richmond,United States of America,37.54,-77.44,1162,50,462,462,RICHMOND,3,37.57,-77.45,0.42,0.53,0.8,1.22,2.2
1777,Riverside-San Bernardino,United States of America,33.95,-117.4,2664,58,766,766,NEWPORT_BAY,60,33.6,-117.88,0.21,0.3,0.51,0.9,2.0
1781,Sacramento,United States of America,38.58,-121.49,2269,88,2330,2330,PORT_CHICAGO,76,38.05,-122.04,0.24,0.33,0.54,0.92,2.01
1784,San Diego,United States of America,32.72,-117.16,3373,2,158,158,SAN_DIEGO,1,32.71,-117.17,0.25,0.34,0.55,0.94,2.04
1785,San Francisco-Oakland,United States of America,37.76,-122.44,3363,3,10,10,SAN_FRANCISCO,6,37.81,-122.47,0.23,0.32,0.53,0.91,2.02
1786,San Jose,United States of America,37.34,-121.89,1848,17,2329,2329,REDWOOD_CITY,34,37.51,-122.21,0.23,0.33,0.54,0.93,2.03
1787,Santa Clarita,United States of America,34.39,-118.54,442,40,377,377,SANTA_MONICA,43,34.01,-118.5,0.18,0.27,0.47,0.86,1.97
1788,Santa Rosa,United States of America,38.44,-122.71,341,30,1394,1394,POINT_REYES,55,37.99,-122.98,0.24,0.33,0.54,0.92,2.03
1789,Sarasota-Bradenton,United States of America,27.34,-82.53,772,2,520,520,ST. PETERSBURG,48,27.76,-82.63,0.39,0.48,0.73,1.16,2.21
1790,Savannah,United States of America,32.07,-81.1,347,15,395,395,FORT_PULASKI,19,32.03,-80.9,0.44,0.54,0.79,1.2,2.23
1792,Seattle,United States of America,47.63,-122.33,3581,1,127,127,SEATTLE,3,47.6,-122.34,0.24,0.33,0.53,0.87,1.91
1795,"Springfield, Massachusett, Connecticut",United States of America,42.1,-72.59,691,90,429,429,NEW_LONDON,92,41.36,-72.09,0.35,0.49,0.79,1.24,2.21
1798,Stockton,United States of America,37.96,-121.29,461,83,2330,2330,PORT_CHICAGO,67,38.05,-122.04,0.24,0.33,0.54,0.92,2.01
1800,Tampa-St. Petersburg,United States of America,27.95,-82.46,3040,1,520,520,ST. PETERSBURG,27,27.76,-82.63,0.39,0.48,0.73,1.16,2.21
1801,Temecula-Murrieta,United States of America,33.54,-117.16,1019,39,766,766,NEWPORT_BAY,67,33.6,-117.88,0.21,0.3,0.51,0.9,2.0
1804,Trenton,United States of America,40.22,-74.74,341,49,135,135,PHILADELPHIA,47,39.93,-75.14,0.41,0.52,0.81,1.23,2.2
1808,Virginia Beach,United States of America,36.83,-76.09,1505,5,1635,1635,CHESAPEAKE_BAY_BR. TUN.,15,36.97,-76.11,0.53,0.63,0.9,1.32,2.32
1810,"Washington, D.C.",United States of America,38.9,-77.04,5600,31,360,360,WASHINGTON_DC,3,38.87,-77.02,0.44,0.55,0.82,1.25,2.21
1813,Worcester,United States of America,42.26,-71.8,572,59,430,430,PROVIDENCE,60,41.81,-71.4,0.31,0.45,0.76,1.22,2.17
1815,Montevideo,Uruguay,-34.83,-56.17,1788,6,431,431,MONTEVIDEO,11,-34.9,-56.25,0.17,0.26,0.49,0.86,1.84
1837,Bien Hoa,Viet Nam,10.95,106.82,1175,42,1495,1495,VUNGTAU,74,10.33,107.07,0.17,0.31,0.6,1.03,2.12
1839,Da Nang,Viet Nam,16.05,108.21,1286,1,1475,1475,DANANG,5,16.1,108.22,0.21,0.34,0.63,1.05,2.13
1841,Hai Phòng,Viet Nam,20.86,106.68,1504,1,841,841,HONDAU,25,20.67,106.8,0.19,0.3,0.57,0.97,2.02
1842,Hue,Viet Nam,16.47,107.6,447,6,1475,1475,DANANG,78,16.1,108.22,0.21,0.34,0.63,1.05,2.13
1845,Thành Pho Ho Chí Minh (Ho Chi Minh City),Viet Nam,10.75,106.67,9816,21,1495,1495,VUNGTAU,64,10.33,107.07,0.17,0.31,0.6,1.03,2.12
1846,Thu Dau Mot,Viet Nam,10.97,106.65,521,45,1495,1495,VUNGTAU,84,10.33,107.07,0.17,0.31,0.6,1.03,2.12
1847,Vungtau,Viet Nam,10.35,107.08,479,1,1495,1495,VUNGTAU,2,10.33,107.07,0.17,0.31,0.6,1.03,2.12
1848,Adan (Aden),Yemen,12.8,45.04,1154,1,44,44,ADEN,7,12.79,44.97,0.22,0.31,0.54,0.96,1.97
